"idx_condition","idx_trial","T_fm","T_fu","T_rm","T_ru","R_fm","R_fu","R_rm","R_ru","f_halt","r_halt","n_items"
24,567,2,2,3,2,3,2,3,3,2,4,8
25,567,1,1,2,1,2,1,2,1,2,4,8
26,567,2,1,2,2,2,2,2,2,2,4,8
27,567,1,1,4,2,3,2,2,2,2,4,8
28,567,2,2,3,2,2,2,3,2,2,3,8
29,567,1,1,1,1,1,1,1,1,2,4,8
30,567,1,1,2,1,1,1,2,1,2,4,8
31,567,1,1,1,1,1,1,2,1,1,4,8
32,567,1,1,2,1,3,1,3,2,1,4,8
33,567,2,2,2,2,2,1,2,1,4,4,8
34,567,2,2,2,2,2,2,2,2,2,5,8
35,567,2,2,2,2,2,2,2,2,2,4,8
36,567,2,2,2,2,2,2,2,2,2,4,8
37,567,1,1,1,1,1,1,1,1,3,5,8
38,567,1,1,2,1,1,1,1,1,3,4,8
39,567,2,1,2,2,2,2,2,2,2,4,8
40,567,2,2,2,2,2,2,2,2,2,3,8
41,567,1,1,2,1,1,1,1,1,3,5,8
42,567,1,1,1,1,1,1,1,1,3,4,8
43,567,1,1,1,1,1,1,1,1,1,5,8
44,567,1,1,2,1,2,1,2,1,1,4,8
45,567,1,1,2,1,2,1,2,1,2,4,8
46,567,1,1,2,2,2,2,2,2,2,4,8
47,567,1,1,1,1,1,1,2,1,1,5,8
48,567,1,1,2,2,2,1,2,2,1,5,8
49,567,1,1,1,1,1,1,1,1,2,5,8
50,567,1,1,1,1,1,1,1,1,2,4,8
51,567,1,1,1,1,1,1,1,1,1,5,8
52,567,1,1,2,1,1,1,2,1,1,4,8
1,568,0,0,0,0,0,0,0,0,3,4,8
2,568,0,0,0,0,0,0,0,0,4,4,8
3,568,4,0,4,0,4,0,4,0,4,4,8
4,568,2,1,4,1,2,1,2,1,4,4,8
5,568,1,1,1,1,1,1,-1,1,2,5,8
6,568,1,1,1,1,1,1,1,1,1,3,8
7,568,1,1,1,1,1,1,1,1,3,4,8
8,568,1,1,1,1,1,1,1,1,3,4,8
9,568,1,1,1,1,1,1,1,1,1,5,8
10,568,1,1,1,1,1,1,2,1,1,3,8
11,568,1,1,1,1,2,1,1,1,3,4,8
12,568,1,1,2,1,1,1,2,1,3,4,8
13,568,1,1,1,1,1,1,1,1,2,5,8
14,568,1,1,1,1,2,1,2,1,2,4,8
15,568,3,1,3,1,3,1,3,1,3,4,8
16,568,3,1,3,3,3,1,3,3,3,4,8
17,568,1,1,1,1,1,1,1,1,1,4,8
18,568,1,1,1,1,1,1,1,1,1,3,8
19,568,3,1,3,1,3,1,3,1,3,4,8
20,568,3,2,3,3,3,3,3,2,3,4,8
21,568,2,2,2,2,2,2,2,2,3,4,8
22,568,2,2,2,2,3,2,3,2,2,3,8
23,568,2,2,2,2,3,2,2,2,2,4,8
24,568,2,2,2,2,3,2,3,2,2,3,8
25,568,1,1,2,1,2,1,2,1,2,5,8
26,568,1,1,2,2,3,2,3,2,2,4,8
27,568,2,1,3,2,3,2,3,2,2,4,8
28,568,2,2,2,2,3,2,3,2,2,3,8
29,568,1,1,1,1,1,1,1,1,2,5,8
30,568,1,1,1,1,1,1,1,1,1,3,8
31,568,1,1,1,1,3,1,3,1,1,4,8
32,568,1,1,2,2,3,2,3,2,1,3,8
33,568,2,2,3,2,2,2,2,2,3,5,8
34,568,2,2,4,2,-1,2,-1,2,2,4,8
35,568,2,2,8,2,2,2,2,2,2,5,8
36,568,2,2,2,2,2,2,2,2,2,5,8
37,568,1,1,2,1,2,1,2,1,3,4,8
38,568,2,2,2,2,2,2,3,2,2,5,8
39,568,2,2,2,2,2,2,2,2,2,4,8
40,568,2,2,2,2,2,2,2,2,2,4,8
41,568,1,1,2,1,1,1,2,1,3,4,8
42,568,1,1,2,1,2,1,2,1,2,4,8
43,568,1,1,1,1,1,1,1,1,1,4,8
44,568,1,1,2,1,4,2,4,2,1,4,8
45,568,1,1,8,1,2,1,3,1,2,5,8
46,568,1,1,1,1,3,1,3,1,1,3,8
47,568,1,1,8,1,4,1,4,2,1,5,8
48,568,1,1,3,2,3,1,3,3,1,4,8
49,568,1,1,2,1,2,1,2,1,2,5,8
50,568,1,1,2,2,2,2,2,2,2,4,8
51,568,1,1,1,1,1,1,1,1,1,4,8
52,568,1,1,2,2,2,1,2,2,1,5,8
1,569,1,0,0,0,1,0,0,0,3,4,8
2,569,2,0,2,0,2,0,2,0,4,5,8
3,569,0,0,0,0,0,0,0,0,5,5,8
4,569,4,0,4,0,2,0,1,0,4,4,8
5,569,1,1,1,1,1,1,1,1,2,4,8
6,569,1,1,1,1,1,1,1,1,1,4,8
7,569,1,1,1,1,1,1,1,1,3,4,8
8,569,2,2,2,2,2,2,2,2,3,4,8
9,569,1,1,1,1,1,1,1,1,1,4,8
10,569,1,1,1,1,1,1,2,1,1,4,8
11,569,1,1,1,1,1,1,1,1,3,4,8
12,569,2,2,2,2,3,2,2,2,3,4,8
13,569,1,1,1,1,1,1,1,1,2,5,8
14,569,1,1,3,1,3,1,3,1,2,4,8
15,569,1,1,3,1,1,1,2,1,4,5,8
16,569,2,1,6,1,2,1,1,1,4,4,8
17,569,1,1,1,1,1,1,1,1,1,5,8
18,569,1,1,1,1,1,1,4,1,1,4,8
19,569,1,1,8,1,1,1,3,1,3,5,8
20,569,2,1,3,2,2,1,3,1,3,4,8
21,569,2,2,2,2,2,2,2,2,2,4,8
22,569,2,2,2,2,3,2,3,2,2,3,8
23,569,2,2,2,2,2,2,2,2,2,4,8
24,569,2,2,2,2,2,2,2,2,2,3,8
25,569,1,1,1,1,1,1,1,1,2,4,8
26,569,1,1,2,2,2,1,2,2,2,4,8
27,569,1,1,2,2,2,2,2,2,2,4,8
28,569,2,2,2,2,2,2,2,2,2,3,8
29,569,1,1,1,1,1,1,1,1,2,4,8
30,569,1,1,1,1,1,1,1,1,1,4,8
31,569,1,1,1,1,1,1,1,1,1,4,8
32,569,1,1,2,2,2,2,2,2,1,3,8
33,569,2,1,4,2,2,1,3,1,3,5,8
34,569,2,2,4,2,2,2,2,2,3,4,8
35,569,2,2,5,2,2,2,3,2,2,5,8
36,569,2,2,3,2,2,2,3,2,2,5,8
37,569,1,1,1,1,1,1,1,1,3,4,8
38,569,2,1,4,2,2,2,2,2,3,4,8
39,569,1,1,2,2,2,2,2,2,2,4,8
40,569,2,2,3,2,2,2,3,2,2,4,8
41,569,1,1,1,1,1,1,1,1,2,5,8
42,569,1,1,3,2,4,1,3,2,2,4,8
43,569,1,1,8,1,1,1,2,1,1,5,8
44,569,1,1,2,2,2,2,2,2,1,5,8
45,569,1,1,1,1,2,1,2,1,2,3,8
46,569,1,1,1,1,1,1,2,1,1,4,8
47,569,1,1,1,1,1,1,2,1,1,4,8
48,569,1,1,2,1,2,1,2,2,1,4,8
49,569,1,1,1,1,1,1,2,1,2,4,8
50,569,1,1,4,2,3,1,3,2,2,4,8
51,569,1,1,8,1,4,1,4,1,1,5,8
52,569,1,1,8,2,2,1,2,2,1,4,8
1,570,1,0,1,0,1,0,1,0,3,4,8
2,570,0,0,0,0,0,0,0,0,4,4,8
3,570,3,1,3,0,3,1,2,0,3,4,8
4,570,0,0,0,0,0,0,0,0,4,4,8
5,570,1,1,1,1,1,1,1,1,2,4,8
6,570,1,1,2,1,2,1,2,1,2,4,8
7,570,2,1,2,1,2,1,1,1,3,3,8
8,570,1,1,2,1,1,1,1,1,4,4,8
9,570,1,1,1,1,1,1,1,1,1,3,8
10,570,1,1,1,1,1,1,1,1,1,4,8
11,570,2,1,2,1,2,1,2,1,3,4,8
12,570,1,1,1,1,1,1,1,1,3,4,8
13,570,1,1,1,1,1,1,1,1,3,4,8
14,570,1,1,1,1,1,1,1,1,2,4,8
15,570,2,2,2,2,2,2,2,1,2,5,8
16,570,1,1,1,1,1,1,1,1,4,4,8
17,570,1,1,1,1,1,1,1,1,1,5,8
18,570,1,1,1,1,1,1,1,1,1,4,8
19,570,2,1,2,2,2,2,2,1,3,5,8
20,570,1,1,2,1,2,1,2,1,4,4,8
21,570,2,2,3,2,3,2,3,2,3,3,8
22,570,2,2,2,2,2,2,2,2,2,4,8
23,570,2,2,2,2,3,2,3,2,2,4,8
24,570,2,2,2,2,2,2,2,2,2,3,8
25,570,3,2,3,3,3,2,3,2,3,3,8
26,570,2,2,2,2,-1,2,-1,2,2,4,8
27,570,2,2,2,2,2,2,2,2,2,4,8
28,570,2,2,2,2,3,2,3,2,2,3,8
29,570,1,1,3,1,3,1,3,1,3,4,8
30,570,2,2,2,2,4,2,2,2,2,4,8
31,570,1,1,3,2,3,2,3,2,2,3,8
32,570,1,1,2,2,2,2,2,2,2,4,8
33,570,2,2,2,2,2,2,2,2,3,4,8
34,570,2,2,2,2,2,2,2,2,2,4,8
35,570,2,2,2,2,2,2,2,2,2,4,8
36,570,2,2,2,2,2,2,2,2,2,4,8
37,570,2,1,2,2,2,1,2,2,3,4,8
38,570,2,2,2,2,2,2,2,2,2,3,8
39,570,2,2,2,2,2,2,2,2,2,4,8
40,570,2,2,2,2,2,2,2,2,2,4,8
41,570,1,1,1,1,1,1,2,1,3,4,8
42,570,1,1,2,1,2,1,2,1,3,3,8
43,570,1,1,2,1,2,1,2,1,2,5,8
44,570,1,1,2,2,2,1,2,2,1,4,8
45,570,1,1,3,2,3,1,3,1,2,4,8
46,570,2,1,2,2,2,2,2,2,2,4,8
47,570,1,1,2,2,2,2,2,2,2,5,8
48,570,1,1,2,2,2,2,2,2,1,4,8
49,570,1,1,2,1,3,1,2,1,3,4,8
50,570,1,1,2,2,2,1,2,1,2,3,8
51,570,1,1,8,1,1,1,2,1,1,5,8
52,570,1,1,2,2,2,1,2,2,1,5,8
1,571,0,0,0,0,0,0,0,0,4,5,8
2,571,0,0,0,0,0,0,0,0,4,5,8
3,571,0,0,2,0,0,0,1,0,4,4,8
4,571,0,0,0,0,0,0,0,0,4,4,8
5,571,1,1,1,1,1,1,1,1,3,4,8
6,571,1,1,1,1,1,1,1,1,1,4,8
7,571,3,0,6,0,1,0,2,0,4,5,8
8,571,2,1,2,1,2,1,2,1,3,4,8
9,571,1,1,1,1,2,1,2,1,1,4,8
10,571,1,1,1,1,1,1,1,1,1,4,8
11,571,2,1,5,1,-1,1,2,1,4,5,8
12,571,1,1,2,1,1,1,1,1,3,4,8
13,571,1,1,4,1,1,1,2,1,3,4,8
14,571,1,1,1,1,1,1,1,1,1,4,8
15,571,2,0,2,0,1,0,1,0,5,5,8
16,571,1,1,1,1,1,1,1,1,4,4,8
17,571,1,1,2,1,2,1,2,1,2,5,8
18,571,1,1,2,1,2,1,2,1,1,4,8
19,571,1,1,2,1,1,1,1,1,4,5,8
20,571,1,1,1,1,1,1,1,1,3,4,8
21,571,2,2,2,2,2,2,2,1,3,4,8
22,571,2,2,2,2,2,2,2,2,2,4,8
23,571,2,2,2,2,2,2,2,2,2,4,8
24,571,2,2,2,2,2,2,2,2,2,3,8
25,571,2,1,2,1,2,1,2,1,3,4,8
26,571,2,2,2,2,2,2,2,2,2,3,8
27,571,2,2,2,2,2,2,2,2,2,4,8
28,571,2,2,2,2,2,2,2,2,2,3,8
29,571,1,1,1,1,1,1,1,1,3,5,8
30,571,1,1,1,1,2,1,2,1,2,4,8
31,571,1,1,2,1,2,2,2,2,2,4,8
32,571,1,1,2,2,2,2,2,2,2,2,8
33,571,2,2,3,2,2,1,2,1,3,5,8
34,571,2,2,2,2,2,2,2,2,3,3,8
35,571,2,2,3,2,3,2,3,2,2,4,8
36,571,2,2,2,2,2,2,2,2,2,3,8
37,571,1,1,1,1,1,1,1,1,3,5,8
38,571,1,1,2,1,2,1,2,1,2,3,8
39,571,2,2,8,8,3,2,3,2,2,6,8
40,571,2,2,2,2,2,2,2,2,2,4,8
41,571,1,1,1,1,1,1,1,1,2,4,8
42,571,1,1,1,1,1,1,1,1,2,3,8
43,571,1,1,8,2,-1,1,3,2,2,5,8
44,571,1,1,2,1,4,1,3,1,1,4,8
45,571,1,1,5,1,2,1,2,1,2,5,8
46,571,2,1,2,2,3,2,4,2,2,4,8
47,571,1,1,2,1,2,1,2,2,1,5,8
48,571,1,1,2,2,2,2,2,2,2,4,8
49,571,1,1,1,1,1,1,1,1,2,6,8
50,571,1,1,1,1,1,1,1,1,1,3,8
51,571,1,1,8,3,2,1,3,1,1,7,8
52,571,1,1,2,1,2,1,2,1,1,4,8
1,572,1,0,1,0,1,0,1,0,4,4,8
2,572,3,0,3,0,1,0,1,0,4,5,8
3,572,4,0,7,0,-1,0,4,0,4,5,8
4,572,0,0,0,0,0,0,0,0,4,5,8
5,572,1,1,1,1,1,1,1,1,2,3,8
6,572,1,1,1,1,1,1,1,1,1,4,8
7,572,1,1,1,1,1,1,1,1,3,4,8
8,572,1,1,1,1,1,1,1,1,3,4,8
9,572,1,1,1,1,1,1,1,1,1,4,8
10,572,1,1,1,1,1,1,1,1,1,4,8
11,572,1,1,1,1,2,1,1,1,3,4,8
12,572,1,1,1,1,1,1,1,1,3,4,8
13,572,1,1,3,1,3,1,3,1,3,5,8
14,572,1,1,2,1,2,1,2,2,2,4,8
15,572,2,2,6,2,2,1,2,1,4,6,8
16,572,1,1,2,1,1,1,1,1,3,5,8
17,572,1,1,1,1,1,1,1,1,1,4,8
18,572,1,1,1,1,1,1,1,1,1,3,8
19,572,2,1,2,2,2,1,2,1,4,4,8
20,572,1,1,1,1,1,1,1,1,3,5,8
21,572,2,2,2,2,2,2,2,2,2,4,8
22,572,2,2,2,2,2,2,2,2,2,3,8
23,572,2,2,2,2,2,2,2,2,2,4,8
24,572,2,2,2,2,2,2,2,2,2,3,8
25,572,2,1,2,1,2,1,2,1,2,3,8
26,572,2,1,2,2,2,2,2,2,2,3,8
27,572,2,2,2,2,2,2,2,2,2,4,8
28,572,2,2,2,2,2,2,2,2,2,3,8
29,572,1,1,1,1,1,1,1,1,2,4,8
30,572,1,1,2,1,2,1,2,1,2,3,8
31,572,1,1,1,1,1,1,2,1,1,4,8
32,572,1,1,2,1,2,1,2,2,1,3,8
33,572,3,2,5,3,-1,2,3,2,4,5,8
34,572,2,2,3,2,2,2,2,2,3,5,8
35,572,2,2,3,2,2,2,2,2,2,5,8
36,572,2,2,2,2,2,2,2,2,2,3,8
37,572,2,1,5,2,-1,1,3,2,3,5,8
38,572,2,1,2,2,2,2,2,2,3,5,8
39,572,2,2,5,2,-1,2,4,2,2,5,8
40,572,2,2,2,2,2,2,2,2,2,3,8
41,572,1,1,3,1,3,1,3,1,3,5,8
42,572,1,1,2,1,2,1,2,1,2,4,8
43,572,1,1,5,1,-1,1,4,1,2,5,8
44,572,1,1,2,1,2,2,2,2,1,3,8
45,572,1,1,2,1,1,1,2,1,2,4,8
46,572,1,1,2,1,2,1,2,1,2,4,8
47,572,1,1,2,1,1,1,2,1,1,5,8
48,572,1,1,2,2,2,1,2,2,1,4,8
49,572,1,1,5,2,-1,1,4,1,3,5,8
50,572,1,1,2,2,2,1,2,2,2,4,8
51,572,1,1,8,2,4,1,4,2,2,6,8
52,572,1,1,2,2,2,2,2,2,1,3,8
1,573,0,0,0,0,0,0,0,0,4,4,8
2,573,0,0,0,0,0,0,0,0,4,4,8
3,573,0,0,0,0,0,0,0,0,4,5,8
4,573,0,0,0,0,0,0,0,0,4,4,8
5,573,1,1,2,1,2,1,2,1,2,4,8
6,573,1,1,1,1,2,1,2,1,2,4,8
7,573,1,1,1,1,1,1,1,1,3,4,8
8,573,2,1,2,1,2,1,1,1,3,4,8
9,573,1,1,1,1,1,1,1,1,1,4,8
10,573,1,1,1,1,2,1,2,1,1,3,8
11,573,1,1,1,1,1,1,1,1,3,4,8
12,573,2,1,2,1,2,1,2,1,2,3,8
13,573,1,1,1,1,1,1,1,1,3,5,8
14,573,1,1,1,1,1,1,1,1,1,4,8
15,573,1,1,1,1,1,1,1,1,4,4,8
16,573,1,1,1,1,1,1,1,1,3,4,8
17,573,1,1,1,1,1,1,1,1,1,5,8
18,573,1,1,1,1,1,1,1,1,1,3,8
19,573,1,1,1,1,1,1,1,1,4,4,8
20,573,1,1,1,1,1,1,1,1,3,4,8
21,573,3,2,3,3,3,2,3,2,3,4,8
22,573,2,2,3,2,2,2,3,2,2,4,8
23,573,2,2,2,2,3,2,3,2,2,5,8
24,573,2,2,2,2,2,2,2,2,2,3,8
25,573,1,1,1,1,1,1,1,1,3,4,8
26,573,2,1,2,2,2,2,2,2,2,4,8
27,573,2,2,3,2,3,2,3,2,2,5,8
28,573,2,2,2,2,2,2,2,2,2,3,8
29,573,1,1,1,1,1,1,1,1,2,4,8
30,573,1,1,1,1,1,1,2,1,2,4,8
31,573,1,1,2,2,2,2,2,2,2,4,8
32,573,1,1,2,2,2,2,2,2,2,3,8
33,573,2,2,2,2,2,2,2,2,3,4,8
34,573,2,2,2,2,2,2,2,2,2,3,8
35,573,2,2,8,4,3,2,4,2,2,5,8
36,573,2,2,3,2,3,2,3,2,2,4,8
37,573,2,2,2,2,2,2,2,2,3,4,8
38,573,2,2,2,2,2,2,2,2,2,3,8
39,573,2,2,4,2,2,2,2,2,2,5,8
40,573,2,2,2,2,2,2,2,2,2,4,8
41,573,1,1,2,1,2,1,2,1,3,4,8
42,573,1,1,1,1,1,1,1,1,2,4,8
43,573,1,1,8,2,2,1,2,1,2,5,8
44,573,1,1,2,1,2,1,2,2,1,4,8
45,573,1,1,3,1,1,1,1,1,3,5,8
46,573,1,1,2,1,2,1,2,1,2,4,8
47,573,1,1,8,1,1,1,3,2,1,5,8
48,573,1,1,2,2,2,2,3,2,1,3,8
49,573,2,1,2,2,2,1,2,2,2,4,8
50,573,1,1,2,1,2,1,2,1,2,3,8
51,573,1,1,2,1,2,1,2,1,2,5,8
52,573,1,1,2,1,2,1,2,2,1,4,8
1,574,3,0,5,0,-1,0,2,0,4,5,8
2,574,4,3,4,3,4,2,3,2,4,4,8
3,574,3,0,7,0,3,0,3,0,4,5,8
4,574,1,0,1,0,1,0,1,0,4,5,8
5,574,1,1,1,1,2,1,1,1,2,4,8
6,574,1,1,2,1,2,1,2,1,2,3,8
7,574,4,1,4,1,-1,1,4,1,4,4,8
8,574,3,1,4,3,4,2,4,2,4,4,8
9,574,1,1,1,1,1,1,1,1,1,5,8
10,574,1,1,1,1,1,1,1,1,1,4,8
11,574,2,1,4,1,4,1,4,1,4,4,8
12,574,2,1,5,1,-1,1,3,1,3,4,8
13,574,1,1,2,1,2,1,2,1,2,4,8
14,574,1,1,1,1,1,1,1,1,2,4,8
15,574,4,1,6,1,1,1,-1,1,4,5,8
16,574,1,1,2,1,1,1,1,1,4,5,8
17,574,1,1,1,1,1,1,1,1,1,4,8
18,574,1,1,1,1,1,1,1,1,1,3,8
19,574,1,1,8,3,-1,1,3,1,3,5,8
20,574,1,1,5,1,2,1,2,1,4,5,8
21,574,2,2,3,2,2,2,2,2,3,5,8
22,574,2,2,2,2,3,2,3,2,3,3,8
23,574,2,2,4,2,4,2,4,2,2,4,8
24,574,2,2,2,2,2,2,2,2,2,4,8
25,574,2,2,3,3,3,2,3,2,3,5,8
26,574,2,2,3,2,3,2,3,2,3,3,8
27,574,2,2,3,2,2,2,3,2,2,4,8
28,574,2,2,2,2,2,2,2,2,2,4,8
29,574,1,1,4,1,3,1,3,1,3,4,8
30,574,1,1,2,1,3,1,2,1,2,3,8
31,574,1,1,2,1,2,1,2,1,2,4,8
32,574,1,1,2,1,4,1,4,2,1,4,8
33,574,2,2,6,2,-1,2,-1,2,3,5,8
34,574,2,2,2,2,2,2,2,2,2,4,8
35,574,2,2,4,2,4,2,3,2,2,5,8
36,574,2,2,2,2,2,2,2,2,2,3,8
37,574,2,1,5,5,-1,1,4,2,3,5,8
38,574,2,2,2,2,2,2,2,2,2,4,8
39,574,2,2,2,2,2,2,2,2,2,5,8
40,574,2,2,2,2,2,2,2,2,2,4,8
41,574,2,1,3,2,2,1,2,1,3,5,8
42,574,1,1,2,1,1,1,1,1,2,4,8
43,574,1,1,2,1,2,1,2,1,2,5,8
44,574,1,1,2,2,3,2,2,2,2,4,8
45,574,1,1,3,2,3,1,3,2,3,3,8
46,574,1,1,3,2,3,2,3,2,2,3,8
47,574,1,1,2,1,3,1,3,2,1,4,8
48,574,1,1,2,2,2,2,2,2,1,4,8
49,574,1,1,5,2,3,1,3,1,2,5,8
50,574,1,1,2,2,2,2,2,2,2,5,8
51,574,1,1,2,2,2,1,2,2,1,5,8
52,574,1,1,8,2,2,2,3,2,2,5,8
1,575,3,0,3,0,4,0,1,0,4,4,8
2,575,1,1,1,0,1,1,1,0,4,5,8
3,575,0,0,0,0,0,0,0,0,4,5,8
4,575,0,0,0,0,0,0,0,0,4,4,8
5,575,1,1,3,1,1,1,2,1,3,5,8
6,575,1,1,1,1,1,1,1,1,2,4,8
7,575,2,1,4,1,2,1,2,1,4,4,8
8,575,3,1,3,1,3,1,3,1,3,4,8
9,575,1,1,1,1,1,1,1,1,1,5,8
10,575,1,1,1,1,2,1,2,1,1,4,8
11,575,2,1,4,3,2,1,3,1,3,4,8
12,575,2,1,3,2,3,1,3,1,3,4,8
13,575,1,1,1,1,1,1,1,1,2,4,8
14,575,1,1,1,1,1,1,1,1,1,4,8
15,575,1,1,1,1,1,1,1,1,4,5,8
16,575,1,1,2,1,2,1,1,1,3,5,8
17,575,1,1,1,1,1,1,1,1,1,4,8
18,575,1,1,1,1,1,1,1,1,1,4,8
19,575,1,1,1,1,1,1,1,1,4,4,8
20,575,1,1,1,1,1,1,1,1,3,5,8
21,575,2,2,3,2,3,2,3,2,3,4,8
22,575,2,2,2,2,2,2,2,2,2,4,8
23,575,2,2,2,2,3,2,2,2,2,4,8
24,575,2,2,2,2,2,2,2,2,2,3,8
25,575,2,1,3,1,3,1,2,1,3,4,8
26,575,2,2,2,2,2,2,2,2,2,3,8
27,575,2,2,2,2,2,2,2,2,2,4,8
28,575,2,2,2,2,2,2,2,2,2,4,8
29,575,1,1,3,1,3,1,2,1,3,4,8
30,575,1,1,1,1,2,1,2,1,2,4,8
31,575,1,1,2,1,2,1,2,1,2,4,8
32,575,1,1,2,2,2,2,2,2,1,4,8
33,575,2,1,2,1,2,1,2,1,3,4,8
34,575,2,2,2,2,2,2,2,2,2,3,8
35,575,2,2,2,2,2,2,2,2,2,4,8
36,575,2,2,2,2,2,2,2,2,2,4,8
37,575,1,1,1,1,1,1,1,1,2,4,8
38,575,1,1,1,1,1,1,1,1,2,4,8
39,575,2,1,2,2,2,2,2,2,2,4,8
40,575,2,1,3,2,2,2,3,2,2,4,8
41,575,1,1,1,1,1,1,1,1,2,4,8
42,575,1,1,1,1,1,1,1,1,1,4,8
43,575,1,1,1,1,1,1,1,1,1,4,8
44,575,1,1,1,1,1,1,2,1,1,4,8
45,575,1,1,3,1,3,1,2,1,3,4,8
46,575,1,1,2,2,2,1,2,2,2,4,8
47,575,1,1,1,1,1,1,2,1,1,4,8
48,575,1,1,2,2,2,1,2,2,1,4,8
49,575,1,1,1,1,1,1,1,1,2,4,8
50,575,1,1,1,1,1,1,1,1,1,4,8
51,575,1,1,3,1,1,1,3,1,1,4,8
52,575,1,1,3,1,1,1,2,1,1,4,8
1,576,0,0,0,0,0,0,0,0,4,4,8
2,576,0,0,0,0,0,0,0,0,4,5,8
3,576,0,0,0,0,0,0,0,0,4,4,8
4,576,0,0,0,0,0,0,0,0,4,5,8
5,576,1,1,1,1,1,1,1,1,2,3,8
6,576,1,1,1,1,1,1,1,1,2,3,8
7,576,1,1,1,1,1,1,1,1,4,4,8
8,576,1,1,1,1,1,1,1,1,4,4,8
9,576,1,1,1,1,1,1,1,1,1,4,8
10,576,1,1,1,1,1,1,1,1,1,3,8
11,576,1,1,1,1,1,1,1,1,4,5,8
12,576,1,1,1,1,1,1,1,1,4,4,8
13,576,1,1,1,1,1,1,1,1,2,4,8
14,576,1,1,1,1,2,1,1,1,2,3,8
15,576,1,1,1,1,1,1,1,1,4,4,8
16,576,1,1,1,1,1,1,1,1,3,4,8
17,576,1,1,1,1,1,1,1,1,1,4,8
18,576,1,1,1,1,1,1,1,1,1,4,8
19,576,1,1,3,1,1,1,1,1,3,4,8
20,576,1,1,1,1,1,1,1,1,3,4,8
21,576,2,2,2,2,2,2,2,2,2,5,8
22,576,2,2,2,2,2,2,2,2,2,3,8
23,576,2,2,2,2,2,2,2,2,2,4,8
24,576,2,2,2,2,2,2,2,2,2,3,8
25,576,2,1,2,2,2,2,2,1,2,3,8
26,576,2,2,2,2,2,2,2,2,2,3,8
27,576,2,2,2,2,2,2,2,2,2,4,8
28,576,2,2,2,2,2,2,2,2,2,4,8
29,576,1,1,2,1,2,1,2,1,2,4,8
30,576,1,1,2,2,2,1,2,2,2,3,8
31,576,1,1,4,2,2,2,4,2,2,4,8
32,576,1,1,2,2,2,2,2,2,2,4,8
33,576,2,2,3,2,2,2,2,2,3,4,8
34,576,2,2,2,2,2,2,2,2,2,4,8
35,576,2,2,2,2,2,2,2,2,2,5,8
36,576,2,2,2,2,2,2,2,2,2,3,8
37,576,2,1,3,2,2,1,2,1,3,4,8
38,576,2,1,2,2,2,2,2,2,2,4,8
39,576,2,2,2,2,2,2,2,2,2,5,8
40,576,2,2,2,2,2,2,2,2,2,3,8
41,576,1,1,1,1,1,1,1,1,3,4,8
42,576,1,1,1,1,1,1,1,1,2,3,8
43,576,1,1,1,1,1,1,1,1,1,5,8
44,576,1,1,2,1,2,1,3,1,1,4,8
45,576,1,1,2,2,2,1,2,2,2,4,8
46,576,2,1,2,2,2,2,2,2,2,3,8
47,576,1,1,2,2,2,2,2,2,2,4,8
48,576,1,1,2,2,2,2,2,2,1,3,8
49,576,1,1,4,1,2,1,2,1,2,4,8
50,576,1,1,2,2,2,2,2,2,2,3,8
51,576,1,1,2,1,2,1,2,1,1,4,8
52,576,1,1,2,2,2,2,2,2,1,4,8
1,577,0,0,0,0,0,0,0,0,3,4,8
2,577,1,0,1,0,1,0,1,0,3,4,8
3,577,1,0,0,0,1,0,0,0,3,5,8
4,577,1,0,1,0,1,0,1,0,4,4,8
5,577,1,1,1,1,1,1,1,1,2,4,8
6,577,1,1,1,1,1,1,1,1,1,3,8
7,577,1,1,1,1,1,1,1,1,4,4,8
8,577,1,1,1,1,1,1,1,1,3,3,8
9,577,1,1,1,1,1,1,1,1,1,4,8
10,577,1,1,1,1,1,1,1,1,1,4,8
11,577,1,1,2,1,1,1,1,1,4,4,8
12,577,1,1,1,1,1,1,1,1,3,3,8
13,577,2,1,2,2,2,2,2,1,2,4,8
14,577,1,1,2,1,2,1,2,1,2,3,8
15,577,1,1,1,1,1,1,1,1,3,4,8
16,577,1,1,1,1,1,1,1,1,4,5,8
17,577,1,1,2,1,2,1,2,1,1,5,8
18,577,1,1,1,1,1,1,1,1,1,4,8
19,577,1,1,1,1,1,1,1,1,3,4,8
20,577,1,1,2,1,1,1,1,1,4,5,8
21,577,2,2,2,2,2,2,2,2,3,3,8
22,577,2,2,2,2,2,2,2,2,2,3,8
23,577,2,2,2,2,2,2,2,2,2,3,8
24,577,2,2,2,2,2,2,2,2,2,2,8
25,577,2,1,2,2,2,2,2,1,2,3,8
26,577,2,1,2,2,2,2,2,2,2,3,8
27,577,2,2,2,2,2,2,2,2,2,5,8
28,577,2,2,2,2,2,2,2,2,2,2,8
29,577,1,1,1,1,1,1,1,1,3,4,8
30,577,1,1,1,1,1,1,1,1,2,3,8
31,577,1,1,2,1,2,1,2,1,1,4,8
32,577,1,1,2,1,2,1,2,2,1,3,8
33,577,2,2,5,2,-1,2,3,2,3,5,8
34,577,2,2,2,2,2,2,2,2,2,3,8
35,577,2,2,2,2,2,2,2,2,2,5,8
36,577,2,2,2,2,2,2,2,2,2,4,8
37,577,2,2,2,2,2,2,2,2,3,4,8
38,577,2,1,2,2,2,2,2,2,2,3,8
